"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Apr., 2015"	"2015/04"	15	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"May, 2015"	"2015/05"	11	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Feb., 2016"	"2016/02"	13	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Jul., 2016"	"2016/07"	15	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Aug., 2016"	"2016/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Sep., 2016"	"2016/09"	16	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Nov., 2016"	"2016/11"	13	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Mar., 2014"	"2014/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Jun., 2014"	"2014/06"	14	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Jul., 2014"	"2014/07"	13	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Sep., 2014"	"2014/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Oct., 2014"	"2014/10"	15	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Nov., 2014"	"2014/11"	11	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Dec., 2014"	"2014/12"	15	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Mar., 2015"	"2015/03"	18	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Apr., 2015"	"2015/04"	13	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Oct., 2015"	"2015/10"	13	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2016"	"2016"	"Jan., 2016"	"2016/01"	13	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2016"	"2016"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2016"	"2016"	"Apr., 2016"	"2016/04"	14	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2016"	"2016"	"May, 2016"	"2016/05"	13	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	"2016"	"2016"	"Oct., 2016"	"2016/10"	13	Not Applicable	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	"2014"	"2014"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	"2014"	"2014"	"Oct., 2014"	"2014/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	"2015"	"2015"	"May, 2015"	"2015/05"	12	Not Applicable	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	"2016"	"2016"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, OR"	"41029"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"2014"	"2014"	"Jan., 2014"	"2014/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"2014"	"2014"	"Sep., 2014"	"2014/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"2014"	"2014"	"Oct., 2014"	"2014/10"	10	Not Applicable	Not Applicable	Not Applicable
	"Lane County, OR"	"41039"	"2015"	"2015"	"May, 2015"	"2015/05"	11	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"2015"	"2015"	"Jun., 2015"	"2015/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	"2015"	"2015"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Feb., 2014"	"2014/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Mar., 2014"	"2014/03"	11	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Apr., 2014"	"2014/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"May, 2014"	"2014/05"	12	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Jun., 2014"	"2014/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Aug., 2014"	"2014/08"	18	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Sep., 2014"	"2014/09"	15	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Oct., 2014"	"2014/10"	13	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2014"	"2014"	"Dec., 2014"	"2014/12"	17	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Feb., 2015"	"2015/02"	15	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Mar., 2015"	"2015/03"	16	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Apr., 2015"	"2015/04"	12	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2015"	"2015"	"May, 2015"	"2015/05"	12	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Jun., 2015"	"2015/06"	13	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Jul., 2015"	"2015/07"	11	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2015"	"2015"	"Oct., 2015"	"2015/10"	13	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2016"	"2016"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2016"	"2016"	"Aug., 2016"	"2016/08"	16	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2016"	"2016"	"Sep., 2016"	"2016/09"	17	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	"2016"	"2016"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"2014"	"2014"	"Apr., 2014"	"2014/04"	13	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"2015"	"2015"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"2015"	"2015"	"Dec., 2015"	"2015/12"	13	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	"2016"	"2016"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Jan., 2014"	"2014/01"	14	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Feb., 2014"	"2014/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Mar., 2014"	"2014/03"	11	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Apr., 2014"	"2014/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Jun., 2014"	"2014/06"	15	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Jul., 2014"	"2014/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Aug., 2014"	"2014/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Sep., 2014"	"2014/09"	15	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Oct., 2014"	"2014/10"	14	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2014"	"2014"	"Dec., 2014"	"2014/12"	13	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Feb., 2015"	"2015/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Apr., 2015"	"2015/04"	18	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Jun., 2015"	"2015/06"	17	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Jul., 2015"	"2015/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Aug., 2015"	"2015/08"	26	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Oct., 2015"	"2015/10"	23	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2015"	"2015"	"Dec., 2015"	"2015/12"	15	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Jan., 2016"	"2016/01"	19	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Feb., 2016"	"2016/02"	14	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Mar., 2016"	"2016/03"	17	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Apr., 2016"	"2016/04"	19	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Jul., 2016"	"2016/07"	23	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Aug., 2016"	"2016/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Sep., 2016"	"2016/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Oct., 2016"	"2016/10"	14	Not Applicable	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	"2016"	"2016"	"Nov., 2016"	"2016/11"	13	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"2014"	"2014"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2014"	"2014"	"Feb., 2014"	"2014/02"	10	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2014"	"2014"	"May, 2014"	"2014/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2014"	"2014"	"Oct., 2014"	"2014/10"	10	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2014"	"2014"	"Dec., 2014"	"2014/12"	13	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2015"	"2015"	"May, 2015"	"2015/05"	15	Not Applicable	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	"2016"	"2016"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2014"	"2014"	"Aug., 2014"	"2014/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2015"	"2015"	"Apr., 2015"	"2015/04"	13	Not Applicable	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	"2016"	"2016"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2014"	"2014"	"May, 2014"	"2014/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	"2015"	"2015"	"Dec., 2015"	"2015/12"	11	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2014"	"2014"	"Jul., 2014"	"2014/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	"2015"	"2015"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	"2015"	"2015"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2014"	"2014"	"Jun., 2014"	"2014/06"	16	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2014"	"2014"	"Aug., 2014"	"2014/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2014"	"2014"	"Oct., 2014"	"2014/10"	11	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2014"	"2014"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2014"	"2014"	"Dec., 2014"	"2014/12"	11	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2015"	"2015"	"Mar., 2015"	"2015/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2015"	"2015"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2015"	"2015"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2016"	"2016"	"Feb., 2016"	"2016/02"	15	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2016"	"2016"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2016"	"2016"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2016"	"2016"	"Aug., 2016"	"2016/08"	16	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2016"	"2016"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"2016"	"2016"	"Nov., 2016"	"2016/11"	14	Not Applicable	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Jan., 2014"	"2014/01"	10	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Feb., 2014"	"2014/02"	15	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Mar., 2014"	"2014/03"	16	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Apr., 2014"	"2014/04"	19	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"May, 2014"	"2014/05"	25	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Jul., 2014"	"2014/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Sep., 2014"	"2014/09"	13	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Oct., 2014"	"2014/10"	16	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Nov., 2014"	"2014/11"	15	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	"Dec., 2014"	"2014/12"	10	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Jan., 2015"	"2015/01"	17	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Feb., 2015"	"2015/02"	11	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Mar., 2015"	"2015/03"	18	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Apr., 2015"	"2015/04"	15	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"May, 2015"	"2015/05"	18	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Jun., 2015"	"2015/06"	14	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Aug., 2015"	"2015/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Sep., 2015"	"2015/09"	16	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Nov., 2015"	"2015/11"	17	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Jan., 2016"	"2016/01"	16	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"May, 2016"	"2016/05"	12	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Jun., 2016"	"2016/06"	16	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Jul., 2016"	"2016/07"	13	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Aug., 2016"	"2016/08"	16	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Sep., 2016"	"2016/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Oct., 2016"	"2016/10"	13	Not Applicable	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"2016"	"2016"	"Aug., 2016"	"2016/08"	10	Not Applicable	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"2014"	"2014"	"Feb., 2014"	"2014/02"	10	Not Applicable	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"2014"	"2014"	"May, 2014"	"2014/05"	11	Not Applicable	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"2014"	"2014"	"Oct., 2014"	"2014/10"	10	Not Applicable	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"2014"	"2014"	"Dec., 2014"	"2014/12"	10	Not Applicable	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"2015"	"2015"	"Mar., 2015"	"2015/03"	11	Not Applicable	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"2016"	"2016"	"Jan., 2016"	"2016/01"	11	Not Applicable	Not Applicable	Not Applicable
	"York County, PA"	"42133"	"2016"	"2016"	"Sep., 2016"	"2016/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"2014"	"2014"	"Aug., 2014"	"2014/08"	10	Not Applicable	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"2014"	"2014"	"Dec., 2014"	"2014/12"	11	Not Applicable	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"2015"	"2015"	"Jun., 2015"	"2015/06"	13	Not Applicable	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2016"	"2016"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2016"	"2016"	"Sep., 2016"	"2016/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Spartanburg County, SC"	"45083"	"2015"	"2015"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2014"	"2014"	"Jul., 2014"	"2014/07"	13	Not Applicable	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2014"	"2014"	"Sep., 2014"	"2014/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2015"	"2015"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2015"	"2015"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2016"	"2016"	"Jan., 2016"	"2016/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2016"	"2016"	"May, 2016"	"2016/05"	15	Not Applicable	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2016"	"2016"	"Aug., 2016"	"2016/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	"2015"	"2015"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	"2016"	"2016"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"2014"	"2014"	"Sep., 2014"	"2014/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"2015"	"2015"	"Apr., 2015"	"2015/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2014"	"2014"	"Mar., 2014"	"2014/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2014"	"2014"	"Apr., 2014"	"2014/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2014"	"2014"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable	Not Applicable
