"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Jan., 2012"	"2012/01"	15	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Feb., 2012"	"2012/02"	13	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Apr., 2012"	"2012/04"	10	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"May, 2012"	"2012/05"	10	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Jun., 2012"	"2012/06"	10	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Aug., 2012"	"2012/08"	14	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2012"	"2012"	"Nov., 2012"	"2012/11"	12	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"Jan., 2013"	"2013/01"	10	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"Aug., 2013"	"2013/08"	10	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"Oct., 2013"	"2013/10"	15	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"Nov., 2013"	"2013/11"	10	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2013"	"2013"	"Dec., 2013"	"2013/12"	11	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"2012"	"2012"	"May, 2012"	"2012/05"	10	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"2011"	"2011"	"Jun., 2011"	"2011/06"	10	Not Applicable	Not Applicable
	"Anne Arundel County, MD"	"24003"	"2010"	"2010"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Jun., 2013"	"2013/06"	10	Not Applicable	Not Applicable
	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Sep., 2013"	"2013/09"	10	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2010"	"2010"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2011"	"2011"	"Apr., 2011"	"2011/04"	10	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2011"	"2011"	"May, 2011"	"2011/05"	10	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2011"	"2011"	"Jun., 2011"	"2011/06"	10	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2011"	"2011"	"Aug., 2011"	"2011/08"	13	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Jan., 2012"	"2012/01"	11	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Feb., 2012"	"2012/02"	12	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Apr., 2012"	"2012/04"	12	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Aug., 2012"	"2012/08"	11	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable
	"Prince George's County, MD"	"24033"	"2011"	"2011"	"Apr., 2011"	"2011/04"	11	Not Applicable	Not Applicable
	"Prince George's County, MD"	"24033"	"2013"	"2013"	"Jan., 2013"	"2013/01"	10	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2010"	"2010"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2010"	"2010"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2010"	"2010"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2010"	"2010"	"Jun., 2010"	"2010/06"	15	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2010"	"2010"	"Jul., 2010"	"2010/07"	13	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2010"	"2010"	"Aug., 2010"	"2010/08"	16	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2010"	"2010"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2010"	"2010"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2011"	"2011"	"Feb., 2011"	"2011/02"	13	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2011"	"2011"	"Apr., 2011"	"2011/04"	15	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2011"	"2011"	"May, 2011"	"2011/05"	13	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2011"	"2011"	"Jun., 2011"	"2011/06"	14	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2011"	"2011"	"Jul., 2011"	"2011/07"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2011"	"2011"	"Aug., 2011"	"2011/08"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2011"	"2011"	"Sep., 2011"	"2011/09"	12	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2012"	"2012"	"Jan., 2012"	"2012/01"	13	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2012"	"2012"	"Apr., 2012"	"2012/04"	15	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2012"	"2012"	"Jun., 2012"	"2012/06"	14	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2012"	"2012"	"Jul., 2012"	"2012/07"	11	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2012"	"2012"	"Sep., 2012"	"2012/09"	18	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2012"	"2012"	"Oct., 2012"	"2012/10"	12	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2012"	"2012"	"Dec., 2012"	"2012/12"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Jan., 2013"	"2013/01"	12	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Feb., 2013"	"2013/02"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Jun., 2013"	"2013/06"	14	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Sep., 2013"	"2013/09"	10	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Nov., 2013"	"2013/11"	12	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2011"	"2011"	"Dec., 2011"	"2011/12"	10	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2012"	"2012"	"Nov., 2012"	"2012/11"	10	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2012"	"2012"	"Feb., 2012"	"2012/02"	11	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2012"	"2012"	"Jun., 2012"	"2012/06"	10	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2012"	"2012"	"Oct., 2012"	"2012/10"	14	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2013"	"2013"	"Sep., 2013"	"2013/09"	10	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2013"	"2013"	"Nov., 2013"	"2013/11"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2010"	"2010"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2010"	"2010"	"Mar., 2010"	"2010/03"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2010"	"2010"	"Jul., 2010"	"2010/07"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2010"	"2010"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2010"	"2010"	"Dec., 2010"	"2010/12"	13	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"Jan., 2011"	"2011/01"	10	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"Feb., 2011"	"2011/02"	11	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"Mar., 2011"	"2011/03"	13	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"Apr., 2011"	"2011/04"	10	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"May, 2011"	"2011/05"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"Jul., 2011"	"2011/07"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"Aug., 2011"	"2011/08"	11	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"Oct., 2011"	"2011/10"	10	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2011"	"2011"	"Nov., 2011"	"2011/11"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2012"	"2012"	"May, 2012"	"2012/05"	15	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2012"	"2012"	"Jun., 2012"	"2012/06"	11	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2012"	"2012"	"Aug., 2012"	"2012/08"	12	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2013"	"2013"	"Jan., 2013"	"2013/01"	10	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2013"	"2013"	"Mar., 2013"	"2013/03"	13	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2013"	"2013"	"Apr., 2013"	"2013/04"	11	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2013"	"2013"	"May, 2013"	"2013/05"	10	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2013"	"2013"	"Jul., 2013"	"2013/07"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2013"	"2013"	"Sep., 2013"	"2013/09"	11	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2013"	"2013"	"Oct., 2013"	"2013/10"	14	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2013"	"2013"	"Nov., 2013"	"2013/11"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2010"	"2010"	"May, 2010"	"2010/05"	11	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2010"	"2010"	"Jul., 2010"	"2010/07"	11	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2010"	"2010"	"Aug., 2010"	"2010/08"	10	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2010"	"2010"	"Sep., 2010"	"2010/09"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2010"	"2010"	"Oct., 2010"	"2010/10"	10	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2010"	"2010"	"Nov., 2010"	"2010/11"	12	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2010"	"2010"	"Dec., 2010"	"2010/12"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"Jan., 2011"	"2011/01"	13	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"Mar., 2011"	"2011/03"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"Apr., 2011"	"2011/04"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"May, 2011"	"2011/05"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"Aug., 2011"	"2011/08"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"Sep., 2011"	"2011/09"	11	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"Oct., 2011"	"2011/10"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"Nov., 2011"	"2011/11"	12	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2011"	"2011"	"Dec., 2011"	"2011/12"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"Feb., 2012"	"2012/02"	12	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"Mar., 2012"	"2012/03"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"May, 2012"	"2012/05"	18	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"Jun., 2012"	"2012/06"	18	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"Jul., 2012"	"2012/07"	21	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"Aug., 2012"	"2012/08"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"Sep., 2012"	"2012/09"	12	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"Oct., 2012"	"2012/10"	24	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2012"	"2012"	"Nov., 2012"	"2012/11"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"Feb., 2013"	"2013/02"	12	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"Mar., 2013"	"2013/03"	13	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"Apr., 2013"	"2013/04"	18	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"May, 2013"	"2013/05"	10	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"Jun., 2013"	"2013/06"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"Jul., 2013"	"2013/07"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"Sep., 2013"	"2013/09"	14	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"Oct., 2013"	"2013/10"	15	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2013"	"2013"	"Nov., 2013"	"2013/11"	11	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Jan., 2010"	"2010/01"	15	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Mar., 2010"	"2010/03"	13	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Apr., 2010"	"2010/04"	16	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"May, 2010"	"2010/05"	26	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Jun., 2010"	"2010/06"	22	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Jul., 2010"	"2010/07"	12	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Aug., 2010"	"2010/08"	13	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Sep., 2010"	"2010/09"	23	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Oct., 2010"	"2010/10"	24	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Nov., 2010"	"2010/11"	11	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2010"	"2010"	"Dec., 2010"	"2010/12"	12	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Jan., 2011"	"2011/01"	13	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Feb., 2011"	"2011/02"	15	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Mar., 2011"	"2011/03"	19	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Apr., 2011"	"2011/04"	15	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"May, 2011"	"2011/05"	23	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Jun., 2011"	"2011/06"	18	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Jul., 2011"	"2011/07"	19	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Aug., 2011"	"2011/08"	18	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Sep., 2011"	"2011/09"	18	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Oct., 2011"	"2011/10"	22	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Nov., 2011"	"2011/11"	14	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2011"	"2011"	"Dec., 2011"	"2011/12"	11	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Jan., 2012"	"2012/01"	14	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Feb., 2012"	"2012/02"	13	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Mar., 2012"	"2012/03"	13	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Apr., 2012"	"2012/04"	13	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"May, 2012"	"2012/05"	17	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Jun., 2012"	"2012/06"	16	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Jul., 2012"	"2012/07"	13	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Aug., 2012"	"2012/08"	19	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Sep., 2012"	"2012/09"	23	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Oct., 2012"	"2012/10"	14	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Nov., 2012"	"2012/11"	17	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2012"	"2012"	"Dec., 2012"	"2012/12"	24	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Jan., 2013"	"2013/01"	22	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Feb., 2013"	"2013/02"	11	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Mar., 2013"	"2013/03"	16	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Apr., 2013"	"2013/04"	23	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"May, 2013"	"2013/05"	20	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Jun., 2013"	"2013/06"	16	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Jul., 2013"	"2013/07"	18	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Aug., 2013"	"2013/08"	21	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Sep., 2013"	"2013/09"	23	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Oct., 2013"	"2013/10"	10	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Nov., 2013"	"2013/11"	11	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2013"	"2013"	"Dec., 2013"	"2013/12"	20	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2012"	"2012"	"Oct., 2012"	"2012/10"	10	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2013"	"2013"	"Sep., 2013"	"2013/09"	10	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"2011"	"2011"	"Jun., 2011"	"2011/06"	10	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"2012"	"2012"	"Oct., 2012"	"2012/10"	12	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2010"	"2010"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2010"	"2010"	"Mar., 2010"	"2010/03"	15	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2010"	"2010"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2010"	"2010"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2010"	"2010"	"Jul., 2010"	"2010/07"	13	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2010"	"2010"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2010"	"2010"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2010"	"2010"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2011"	"2011"	"Jan., 2011"	"2011/01"	11	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2011"	"2011"	"Mar., 2011"	"2011/03"	12	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2011"	"2011"	"Apr., 2011"	"2011/04"	15	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2011"	"2011"	"May, 2011"	"2011/05"	10	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2011"	"2011"	"Jul., 2011"	"2011/07"	14	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2011"	"2011"	"Dec., 2011"	"2011/12"	10	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"Apr., 2012"	"2012/04"	11	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"May, 2012"	"2012/05"	13	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"Jun., 2012"	"2012/06"	15	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"Aug., 2012"	"2012/08"	10	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"Sep., 2012"	"2012/09"	14	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2012"	"2012"	"Oct., 2012"	"2012/10"	12	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"Jan., 2013"	"2013/01"	15	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"Feb., 2013"	"2013/02"	13	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"May, 2013"	"2013/05"	14	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"Jun., 2013"	"2013/06"	12	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"Aug., 2013"	"2013/08"	11	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"Sep., 2013"	"2013/09"	14	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2013"	"2013"	"Nov., 2013"	"2013/11"	14	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2010"	"2010"	"Apr., 2010"	"2010/04"	13	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2010"	"2010"	"May, 2010"	"2010/05"	11	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2010"	"2010"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Jan., 2011"	"2011/01"	10	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Mar., 2011"	"2011/03"	11	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2011"	"2011"	"May, 2011"	"2011/05"	12	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Jun., 2011"	"2011/06"	11	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Jul., 2011"	"2011/07"	10	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Aug., 2011"	"2011/08"	14	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Sep., 2011"	"2011/09"	13	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2011"	"2011"	"Oct., 2011"	"2011/10"	13	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2012"	"2012"	"Jul., 2012"	"2012/07"	11	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2012"	"2012"	"Aug., 2012"	"2012/08"	15	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2012"	"2012"	"Sep., 2012"	"2012/09"	11	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2012"	"2012"	"Oct., 2012"	"2012/10"	12	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2012"	"2012"	"Nov., 2012"	"2012/11"	10	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2013"	"2013"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2013"	"2013"	"May, 2013"	"2013/05"	11	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2013"	"2013"	"Jun., 2013"	"2013/06"	17	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2013"	"2013"	"Jul., 2013"	"2013/07"	12	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2013"	"2013"	"Sep., 2013"	"2013/09"	13	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2013"	"2013"	"Oct., 2013"	"2013/10"	10	Not Applicable	Not Applicable
