Bamberg County, South Carolina, Precipitation
Units: Inches
Missing: -99
Date,Value
201001,5.56
201002,2.41
201003,2.79
201004,1.07
201005,2.40
201006,6.19
201007,6.37
201008,7.14
201009,3.60
201010,0.68
201011,1.02
201012,1.81
201101,1.92
201102,3.66
201103,4.65
201104,2.68
201105,1.86
201106,3.30
201107,5.30
201108,4.84
201109,4.40
201110,1.84
201111,1.50
201112,1.90
201201,1.53
201202,1.77
201203,4.27
201204,2.81
201205,9.01
201206,4.35
201207,5.76
201208,8.52
201209,1.57
201210,1.78
201211,1.46
201212,5.01
201301,0.83
201302,8.95
201303,3.49
201304,4.81
201305,2.55
201306,7.39
201307,13.48
201308,6.79
201309,1.89
201310,0.58
201311,2.36
201312,3.54
201401,2.67
201402,4.11
201403,3.38
201404,4.05
201405,4.21
201406,4.04
201407,5.81
201408,2.81
201409,5.57
201410,1.71
201411,4.39
201412,3.65
201501,3.54
201502,4.59
201503,4.03
201504,4.13
201505,1.20
201506,2.81
201507,4.45
201508,5.28
201509,5.18
201510,11.94
201511,7.30
201512,4.45
201601,3.11
201602,5.32
201603,2.64
201604,2.75
201605,7.13
201606,2.83
201607,3.83
201608,3.95
201609,10.07
201610,5.55
201611,0.33
201612,5.73
