Bon Homme County, South Dakota, Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Date,Value
201001,15.1
201002,16.7
201003,38.9
201004,53.8
201005,58.6
201006,70.2
201007,75.2
201008,75.6
201009,62.1
201010,54.0
201011,36.5
201012,20.5
201101,14.4
201102,21.8
201103,33.4
201104,46.4
201105,57.9
201106,68.6
201107,79.6
201108,73.3
201109,61.2
201110,54.9
201111,38.3
201112,29.3
201201,28.0
201202,29.0
201203,51.8
201204,54.0
201205,63.6
201206,74.0
201207,83.3
201208,74.8
201209,65.4
201210,48.6
201211,38.2
201212,25.4
201301,22.9
201302,25.2
201303,30.2
201304,40.9
201305,58.8
201306,68.6
201307,73.3
201308,73.0
201309,68.6
201310,48.8
201311,34.6
201312,16.2
201401,19.3
201402,17.2
201403,31.4
201404,48.2
201405,58.7
201406,68.7
201407,70.3
201408,70.5
201409,62.6
201410,51.9
201411,29.0
201412,25.4
201501,23.5
201502,19.8
201503,40.2
201504,51.4
201505,58.3
201506,70.5
201507,73.5
201508,70.2
201509,68.0
201510,54.1
201511,39.3
201512,27.7
201601,20.7
201602,31.6
201603,42.2
201604,49.2
201605,59.7
201606,73.8
201607,74.8
201608,72.6
201609,65.1
201610,53.0
201611,43.8
201612,21.2
