Clay County, Florida, Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Date,Value
201001,49.4
201002,50.2
201003,57.5
201004,68.2
201005,77.8
201006,82.4
201007,83.3
201008,83.4
201009,79.8
201010,70.4
201011,62.6
201012,47.5
201101,50.9
201102,59.7
201103,64.8
201104,71.1
201105,75.4
201106,81.7
201107,82.2
201108,83.9
201109,79.1
201110,68.4
201111,63.8
201112,60.3
201201,56.8
201202,61.6
201203,68.8
201204,70.4
201205,76.5
201206,78.8
201207,83.0
201208,80.7
201209,79.0
201210,71.7
201211,59.3
201212,59.2
201301,61.1
201302,59.1
201303,56.6
201304,68.2
201305,72.7
201306,80.6
201307,80.4
201308,81.8
201309,78.8
201310,71.5
201311,64.0
201312,61.6
201401,50.9
201402,58.5
201403,60.4
201404,69.1
201405,74.6
201406,79.6
201407,81.4
201408,82.1
201409,78.2
201410,70.7
201411,58.5
201412,59.3
201501,54.8
201502,53.3
201503,66.8
201504,73.4
201505,75.9
201506,81.7
201507,82.9
201508,82.0
201509,79.0
201510,72.6
201511,70.4
201512,67.7
201601,53.0
201602,56.8
201603,66.8
201604,69.6
201605,75.3
201606,81.7
201607,84.1
201608,83.1
201609,79.9
201610,73.0
201611,64.7
201612,62.2
