Kings County, New York, Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Date,Value
201001,32.8
201002,33.2
201003,47.6
201004,56.6
201005,64.8
201006,75.2
201007,81.2
201008,77.0
201009,70.9
201010,58.4
201011,47.7
201012,33.2
201101,29.8
201102,35.5
201103,42.4
201104,53.5
201105,64.0
201106,73.1
201107,80.6
201108,75.9
201109,70.5
201110,57.9
201111,51.1
201112,42.7
201201,37.4
201202,40.7
201203,50.3
201204,54.2
201205,64.6
201206,71.4
201207,79.4
201208,77.0
201209,69.2
201210,58.8
201211,43.7
201212,41.7
201301,35.6
201302,34.0
201303,39.9
201304,51.8
201305,61.6
201306,72.2
201307,80.0
201308,74.4
201309,67.1
201310,59.8
201311,45.0
201312,38.0
201401,28.4
201402,30.9
201403,37.1
201404,50.9
201405,63.0
201406,72.0
201407,76.2
201408,74.1
201409,69.6
201410,59.6
201411,44.6
201412,40.7
201501,29.8
201502,23.6
201503,37.3
201504,52.6
201505,66.4
201506,71.2
201507,78.2
201508,78.2
201509,73.3
201510,57.4
201511,52.2
201512,50.1
201601,34.5
201602,37.6
201603,48.3
201604,52.0
201605,61.8
201606,72.3
201607,79.2
201608,79.4
201609,71.8
201610,59.1
201611,50.1
201612,38.8
