Big Horn County, Montana, Precipitation
Units: Inches
Missing: -99
Date,Value
201001,0.77
201002,0.65
201003,0.33
201004,2.11
201005,4.56
201006,3.00
201007,1.15
201008,1.98
201009,0.84
201010,0.62
201011,1.47
201012,0.55
201101,1.04
201102,1.18
201103,1.13
201104,2.19
201105,7.68
201106,2.27
201107,1.26
201108,1.12
201109,0.24
201110,2.20
201111,0.86
201112,0.55
201201,0.64
201202,0.85
201203,0.42
201204,1.49
201205,1.87
201206,0.43
201207,0.76
201208,0.20
201209,0.03
201210,0.96
201211,0.63
201212,0.39
201301,1.01
201302,0.63
201303,0.50
201304,1.44
201305,4.57
201306,1.63
201307,0.71
201308,0.98
201309,3.55
201310,2.70
201311,0.24
201312,2.07
201401,0.88
201402,1.44
201403,1.83
201404,1.37
201405,2.32
201406,2.29
201407,0.63
201408,2.69
201409,1.23
201410,0.42
201411,1.36
201412,0.87
201501,0.97
201502,0.55
201503,0.30
201504,1.44
201505,3.44
201506,2.31
201507,1.03
201508,0.91
201509,0.61
201510,1.15
201511,0.57
201512,0.69
201601,0.65
201602,0.73
201603,1.31
201604,3.06
201605,2.32
201606,0.40
201607,0.73
201608,1.39
201609,3.61
201610,3.01
201611,0.63
201612,1.31
