Ada County, Idaho, Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Date,Value
201001,36.2
201002,39.4
201003,43.7
201004,47.6
201005,52.1
201006,64.3
201007,73.1
201008,70.9
201009,64.4
201010,55.1
201011,38.1
201012,34.2
201101,30.4
201102,34.3
201103,42.4
201104,44.8
201105,53.8
201106,62.0
201107,72.6
201108,75.2
201109,67.9
201110,52.6
201111,38.4
201112,30.5
201201,34.0
201202,37.2
201203,45.0
201204,52.8
201205,56.9
201206,65.0
201207,78.1
201208,75.5
201209,65.9
201210,51.1
201211,43.2
201212,34.6
201301,20.5
201302,35.7
201303,44.0
201304,48.8
201305,59.2
201306,68.0
201307,79.2
201308,76.1
201309,65.0
201310,49.2
201311,39.8
201312,25.0
201401,31.2
201402,38.8
201403,45.1
201404,49.2
201405,59.6
201406,65.9
201407,78.2
201408,73.2
201409,65.4
201410,55.6
201411,35.9
201412,36.8
201501,32.1
201502,43.5
201503,48.0
201504,49.9
201505,60.2
201506,74.2
201507,75.0
201508,75.4
201509,65.0
201510,58.6
201511,37.2
201512,31.9
201601,33.0
201602,40.1
201603,46.4
201604,55.2
201605,59.2
201606,69.7
201607,73.6
201608,73.0
201609,61.9
201610,54.2
201611,45.6
201612,23.7
