Clay County, North Carolina, Precipitation
Units: Inches
Missing: -99
Date,Value
201001,7.75
201002,4.44
201003,4.14
201004,3.95
201005,5.90
201006,3.12
201007,3.85
201008,4.79
201009,4.45
201010,4.07
201011,3.73
201012,6.61
201101,3.96
201102,2.65
201103,11.29
201104,6.62
201105,2.32
201106,5.79
201107,3.87
201108,2.62
201109,4.87
201110,3.04
201111,6.24
201112,5.81
201201,6.21
201202,2.67
201203,6.03
201204,3.82
201205,3.85
201206,3.45
201207,5.57
201208,6.64
201209,4.01
201210,4.92
201211,0.95
201212,7.37
201301,13.75
201302,6.18
201303,5.09
201304,7.96
201305,4.66
201306,8.08
201307,12.24
201308,6.69
201309,3.77
201310,1.57
201311,5.27
201312,10.27
201401,3.65
201402,4.90
201403,2.99
201404,5.46
201405,3.80
201406,5.85
201407,5.68
201408,4.21
201409,3.71
201410,8.45
201411,3.55
201412,4.27
201501,4.74
201502,4.65
201503,3.38
201504,7.19
201505,2.70
201506,4.08
201507,7.65
201508,4.57
201509,3.64
201510,6.54
201511,9.16
201512,15.77
201601,4.23
201602,7.26
201603,2.03
201604,3.05
201605,3.46
201606,3.56
201607,4.97
201608,4.41
201609,1.07
201610,0.34
201611,1.73
201612,5.02
