Yellowstone County, Montana, Precipitation
Units: Inches
Missing: -99
Date,Value
201001,0.83
201002,0.53
201003,0.25
201004,0.98
201005,2.70
201006,3.81
201007,1.42
201008,2.74
201009,1.08
201010,0.54
201011,1.57
201012,0.78
201101,0.40
201102,0.78
201103,0.76
201104,2.10
201105,8.21
201106,2.16
201107,1.53
201108,1.07
201109,0.22
201110,1.74
201111,0.50
201112,0.25
201201,0.69
201202,0.24
201203,0.62
201204,1.16
201205,2.05
201206,0.42
201207,0.57
201208,0.28
201209,0.02
201210,1.02
201211,0.50
201212,0.28
201301,0.54
201302,0.23
201303,0.21
201304,1.12
201305,4.89
201306,1.78
201307,0.80
201308,0.74
201309,2.80
201310,2.36
201311,0.27
201312,1.43
201401,0.79
201402,1.35
201403,1.53
201404,0.97
201405,1.94
201406,2.50
201407,0.45
201408,2.86
201409,0.79
201410,0.28
201411,0.77
201412,0.57
201501,0.87
201502,0.21
201503,0.27
201504,1.33
201505,2.64
201506,1.91
201507,1.50
201508,1.11
201509,0.23
201510,1.82
201511,0.60
201512,0.57
201601,0.40
201602,0.18
201603,1.22
201604,1.62
201605,2.60
201606,0.64
201607,1.31
201608,1.74
201609,1.98
201610,3.05
201611,0.33
201612,1.14
